<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,20050822,000000,852.7300000,862.6000000,852.7300000,858.4900000,36301726
RTSI,D,20050823,000000,858.5300000,862.3200000,858.5300000,861.4100000,49980440
RTSI,D,20050824,000000,861.3800000,864.6800000,858.7300000,863.5300000,38010870
RTSI,D,20050825,000000,863.6700000,865.4100000,860.8400000,864.9500000,41632934
RTSI,D,20050826,000000,865.2800000,873.0400000,865.2800000,873.0100000,38925335
RTSI,D,20050829,000000,873.0700000,876.4700000,872.1300000,876.0500000,20118353
RTSI,D,20050830,000000,876.1000000,890.3100000,876.1000000,880.8700000,58231820
RTSI,D,20050831,000000,880.8700000,882.4000000,869.8600000,882.0300000,50748334
RTSI,D,20050901,000000,886.1600000,899.4700000,885.8200000,894.5700000,72239769
RTSI,D,20050902,000000,894.5600000,909.9000000,894.5600000,909.8800000,99052171
RTSI,D,20050905,000000,910.0000000,911.9800000,908.1200000,910.1400000,63450762
RTSI,D,20050906,000000,909.7600000,909.7600000,882.5800000,882.5800000,59003006
RTSI,D,20050907,000000,882.6200000,888.6600000,862.7500000,866.5700000,56937737
RTSI,D,20050908,000000,866.9700000,883.1400000,866.9700000,883.1400000,41997270
RTSI,D,20050909,000000,883.1800000,905.9000000,883.1800000,905.8900000,38423639
RTSI,D,20050912,000000,906.3900000,908.9900000,902.5000000,903.8700000,40789571
RTSI,D,20050913,000000,903.0000000,903.0000000,898.2500000,900.1600000,25070920
RTSI,D,20050914,000000,899.6500000,899.6500000,888.2100000,896.1000000,35805113
RTSI,D,20050915,000000,896.8000000,907.7100000,896.8000000,906.8600000,33764866
RTSI,D,20050916,000000,906.7700000,924.7900000,903.9700000,923.0300000,59795954
RTSI,D,20050919,000000,922.4700000,946.3300000,920.5800000,946.3300000,64609962
RTSI,D,20050920,000000,947.7600000,963.6900000,938.8700000,944.9900000,69802632
RTSI,D,20050921,000000,944.7100000,960.5000000,936.6100000,960.5000000,79645275
RTSI,D,20050922,000000,961.6400000,974.0100000,961.6400000,966.0200000,77757760
RTSI,D,20050923,000000,966.5800000,972.1300000,962.4100000,965.3000000,51333216
RTSI,D,20050926,000000,963.9400000,963.9400000,952.2400000,954.7900000,43430111
RTSI,D,20050927,000000,956.1900000,984.5200000,956.1900000,984.5200000,51517817
RTSI,D,20050928,000000,984.6800000,1000.4900000,984.6800000,988.2800000,50357757
RTSI,D,20050929,000000,989.5600000,999.1000000,989.5600000,991.1300000,45251665
RTSI,D,20050930,000000,991.2400000,1008.5600000,991.2400000,1007.7600000,37559056
RTSI,D,20051003,000000,1007.7600000,1038.9300000,1007.7600000,1038.7600000,61808602
RTSI,D,20051004,000000,1039.1200000,1052.7300000,1039.1200000,1045.0200000,66575013
RTSI,D,20051005,000000,1041.7600000,1041.7600000,1009.3600000,1009.6400000,74705911
RTSI,D,20051006,000000,1004.0600000,1004.0600000,951.8900000,954.5700000,89501886
RTSI,D,20051007,000000,954.8900000,957.1500000,943.0300000,949.1200000,42521593
RTSI,D,20051010,000000,952.2400000,971.9900000,952.2400000,970.2900000,22833022
RTSI,D,20051011,000000,970.2700000,994.8800000,968.9500000,994.8800000,57142933
RTSI,D,20051012,000000,995.2200000,1004.4700000,966.8700000,966.8700000,66771998
RTSI,D,20051013,000000,964.3500000,964.3500000,930.7600000,935.1500000,62968979
RTSI,D,20051014,000000,934.8200000,934.8200000,911.1700000,911.1700000,69966744
RTSI,D,20051017,000000,913.3500000,923.4400000,908.2200000,915.4100000,61551916
RTSI,D,20051018,000000,917.7000000,927.1300000,917.7000000,918.1700000,50136377
RTSI,D,20051019,000000,914.4600000,914.4600000,882.1000000,882.1000000,46787083
RTSI,D,20051020,000000,886.4100000,894.6200000,886.4100000,887.3700000,36270010
RTSI,D,20051021,000000,886.3800000,887.8800000,873.4900000,887.8800000,39953752
RTSI,D,20051024,000000,887.7400000,908.9800000,886.8100000,908.5700000,30848662
RTSI,D,20051025,000000,911.4900000,915.5600000,901.5500000,904.3500000,39528749
RTSI,D,20051026,000000,905.7500000,913.4100000,905.7500000,910.4200000,32594995
RTSI,D,20051027,000000,909.8600000,911.8600000,895.7800000,898.4800000,29583326
